loan_id,customer_id,account_id,loan_type,principle,interest,term_months,status,start_date,end_date
12728,35843,68456,Home,-1000.0,14.14,44,Closed,2025-11-09,2028-09-06
12729,5493,21373,Personal,141596.84,-5.0,41,Active,2025-06-27,2028-01-19
12730,23886,9641,,481772.08,-5.0,12,Closed,2024-11-11,2024-10-27 19:18:46.871131
12731,35461,32346,Home,0.0,5.86,0,Closed,2024-09-29,2028-01-13
12732,25708,37104,,312596.42,10.02,0,Active,2024-01-12,2026-02-21
12733,16264,65434,,409058.05,7.41,33,Closed,2026-09-12 19:18:46.871131,2025-02-09
12734,6204,67523,Home,238080.68,12.17,35,Active,2027-03-08 19:18:46.871131,2025-04-11
12735,35091,495,Personal,242597.5,9.69,17,Active,2024-08-29,2025-01-18
12736,7297,3579,Personal,0.0,13.53,0,Active,2023-10-22,2027-03-20
12737,33052,8486,Home,412395.72,5.59,60,Active,2024-06-21,2025-11-21
12738,11266,37710,,250142.97,-5.0,60,Closed,2026-03-10 19:18:46.871131,2027-05-12
12739,35976,38496,Personal,184083.91,11.43,54,Active,2023-05-29,2024-03-28
12740,6730,42912,Personal,351347.82,-5.0,0,Active,2025-05-12,2028-04-22
12741,36856,54593,Home,61861.95,6.21,41,Closed,2024-04-20,2026-09-04
12742,36468,45886,Home,70472.46,13.5,48,Closed,2027-06-28 19:18:46.871131,2028-03-31
12743,34494,47724,Car,60398.34,9.26,0,Active,2027-04-17 19:18:46.871131,2028-04-25
12744,35579,40730,,217575.71,7.37,0,Closed,2023-03-20,2026-07-26
12745,9310,926,,90642.71,13.81,26,Closed,2023-11-09,2025-11-24 19:18:46.871131
12746,43782,49579,Home,401415.31,-5.0,21,Closed,2024-07-22,2026-03-19
12747,45955,40054,Personal,0.0,5.54,12,Closed,2023-03-18,2026-10-02
12748,37388,22666,Personal,288983.18,6.55,49,Closed,2026-02-08,2029-09-21
12749,27417,51759,Home,193412.34,8.59,0,Active,2023-08-06,2025-03-13 19:18:46.871131
12750,29793,56682,Car,0.0,5.55,21,Active,2025-01-26,2027-12-20
12751,37080,61647,,25638.77,10.36,37,Active,2027-03-28 19:18:46.871131,2025-12-22
12752,39115,66611,Personal,77653.15,5.24,42,Active,2024-11-04,2028-05-12
12753,35042,50212,Personal,497024.62,13.4,27,Closed,2024-01-11,2026-01-10 19:18:46.871131
12754,11204,54290,,353783.01,9.98,22,Active,2026-01-30,2027-11-17
12755,1172,17323,Home,0.0,12.56,36,Active,2024-06-01,2028-02-03
12756,41434,1818,Car,310951.68,9.1,48,Closed,2025-03-08,2027-04-07
12757,33643,28478,,247999.82,6.05,0,Closed,2023-07-16,2024-08-14
12758,12394,51281,Car,404175.53,-5.0,48,Closed,2026-01-01,2027-02-15
12759,29420,67835,,394897.57,-5.0,57,Closed,2026-11-15 19:18:46.871131,2026-12-15
12760,49140,31482,,118502.74,14.15,57,Closed,2024-02-19,2026-09-02
12761,13375,26912,Car,151423.55,5.14,0,Active,2023-06-18,2024-09-16
12762,34421,46012,Home,250318.55,13.07,0,Closed,2025-12-02,2026-01-14 19:18:46.871131
12763,21826,66457,Home,336616.3,-5.0,28,Active,2026-01-30,2029-05-17
12764,7423,42617,,168370.92,-5.0,15,Active,2024-10-04,2025-06-05
12765,31436,35787,,0.0,-5.0,22,Closed,2024-08-12,2025-10-21
12766,13852,23168,,388613.08,7.16,48,Active,2027-03-27 19:18:46.871131,2024-05-21
12767,12515,23196,Personal,293533.31,12.91,36,Closed,2026-05-28 19:18:46.871131,2025-05-18 19:18:46.871131
12768,20012,55578,,-1000.0,-5.0,15,Closed,2025-06-13,2027-08-01
12769,41850,25811,,318951.3,12.83,0,Closed,2024-06-06,2026-02-16
12770,6041,11021,Car,488826.66,5.3,59,Closed,2024-04-14,2025-01-06
12771,11955,52387,,27498.1,-5.0,17,Closed,2026-03-31 19:18:46.871131,2029-02-22
12772,3139,29234,Car,263910.5,7.72,19,Closed,2024-05-02,2027-10-13
12773,31671,35641,Home,465944.48,13.08,19,Active,2024-11-26,2025-09-13
12774,47600,52461,Personal,145482.19,-5.0,31,Active,2023-10-15,2026-01-11
12775,13770,56336,Personal,0.0,14.76,60,Active,2025-06-23,2025-11-01
12776,41773,15111,,30408.43,9.9,0,Closed,2024-01-05,2024-10-22 19:18:46.871131
12777,46816,43524,Home,204910.96,13.79,51,Closed,2023-07-04,2026-02-21
12778,28459,6225,Personal,475646.65,10.11,51,Closed,2025-06-24,2027-10-19
12779,36281,55687,Home,426688.48,12.38,0,Closed,2024-11-17,2026-01-24 19:18:46.871131
12780,48207,31285,Personal,271866.38,10.64,12,Active,2025-08-29,2028-04-02
12781,38138,56762,Car,418566.61,13.73,26,Closed,2024-03-15,2027-04-27
12782,29878,65996,Home,189469.19,11.52,26,Active,2025-08-09,2026-10-04
12783,17379,131,Home,0.0,-5.0,56,Active,2025-11-12,2027-11-03
12784,33142,44116,,300522.1,9.01,0,Closed,2023-04-26,2024-12-04
12785,48341,57738,Personal,288465.44,7.05,14,Closed,2024-08-17,2025-04-13
12786,26642,47879,Home,137658.04,-5.0,55,Active,2023-07-21,2026-12-14
12787,1234,2231,,-1000.0,7.56,42,Closed,2025-03-15,2026-10-29
12788,28989,47290,Car,0.0,10.99,22,Closed,2023-10-21,2027-07-26
12789,18841,64410,Car,173491.32,12.5,58,Closed,2025-08-10,2026-04-27
12790,32123,31211,Car,474504.0,5.43,20,Closed,2026-03-05 19:18:46.871131,2026-06-05
12791,33372,10743,Home,443667.52,-5.0,46,Closed,2026-09-20 19:18:46.871131,2026-04-08
12792,5132,52053,Home,417149.07,13.15,14,Active,2023-04-26,2025-08-24 19:18:46.871131
12793,29442,56479,,45008.9,12.77,28,Active,2024-12-09,2028-03-21
12794,45695,69953,,97923.82,11.23,0,Closed,2025-02-28,2027-08-09
12795,10748,36264,Personal,24772.32,-5.0,55,Closed,2023-11-01,2026-12-13
12796,19468,36820,,-1000.0,12.06,50,Active,2025-02-07,2028-08-10
12797,38848,13083,Car,484096.85,7.94,18,Active,2025-08-01,2027-10-09
12798,2036,56231,Car,352449.84,-5.0,36,Active,2027-05-28 19:18:46.871131,2028-01-17
12799,7035,30473,Home,459235.52,12.02,0,Closed,2024-05-17,2025-01-19 19:18:46.871131
12800,3919,52671,Home,201994.81,8.53,0,Active,2026-05-09 19:18:46.871131,2026-05-09
12801,20499,22622,Car,435001.92,-5.0,17,Closed,2024-07-29,2025-02-20
12802,21224,31526,Personal,302326.04,6.39,14,Active,2025-04-10,2028-01-12
12803,35467,56895,Personal,272392.15,-5.0,0,Closed,2024-01-31,2025-11-10
12804,40090,12838,,396297.16,-5.0,47,Closed,2025-05-10,2029-03-24
12805,28714,5193,Personal,241728.21,11.15,17,Closed,2026-08-18 19:18:46.871131,2025-02-06 19:18:46.871131
12806,23689,44783,Home,40271.49,14.79,0,Closed,2024-03-09,2027-01-09
12807,33961,61199,Car,293472.72,14.68,31,Active,2026-07-12 19:18:46.871131,2027-05-23
12808,18088,2850,,188398.03,13.56,15,Active,2024-08-02,2025-12-17
12809,28263,8823,Home,54369.6,13.4,13,Closed,2026-12-28 19:18:46.871131,2024-11-07 19:18:46.871131
12810,40315,41582,Personal,48923.23,14.77,44,Active,2024-09-12,2025-09-27
12811,47636,56080,Personal,456420.25,11.34,17,Active,2027-03-20 19:18:46.871131,2026-04-09
12812,43646,9324,Personal,0.0,9.87,32,Active,2025-11-19,2027-06-22
12813,47238,12660,Car,175534.63,11.78,27,Active,2025-09-05,2027-08-24
12814,20032,61717,Personal,240183.88,7.57,47,Closed,2024-08-31,2025-10-29 19:18:46.871131
12815,10592,49512,Car,176657.12,-5.0,29,Active,2025-03-12,2026-11-07
12816,37490,33304,,471956.3,5.47,39,Closed,2025-09-01,2028-01-06
12817,44023,36179,,435660.04,-5.0,0,Closed,2023-04-03,2023-12-05
12818,14542,13197,Home,464373.6,5.43,56,Active,2023-11-18,2026-12-10
12819,32117,17439,,130597.23,9.91,52,Active,2023-03-15,2024-06-14
12820,48941,67196,Personal,371160.97,11.85,22,Closed,2025-02-15,2025-01-10 19:18:46.871131
12821,12342,23181,Car,48772.54,10.97,44,Closed,2023-03-17,2025-02-13 19:18:46.871131
12822,27367,50857,Home,41126.63,12.55,48,Active,2024-01-12,2024-05-14
12823,8797,16146,Car,355731.39,10.81,29,Active,2024-12-21,2026-08-22
12824,39201,29649,Car,298968.54,9.46,0,Active,2023-02-21,2023-09-04
12825,46009,14762,,116744.08,5.26,17,Active,2023-12-08,2027-12-02
12826,14568,40670,Car,121889.14,5.29,60,Closed,2026-01-30,2026-06-30
12827,17122,50480,Car,-1000.0,6.41,54,Active,2025-08-02,2027-01-03
12828,30044,67817,,96515.53,6.42,0,Closed,2024-08-21,2026-01-12 19:18:46.871131
12829,36786,18644,Home,149967.99,8.81,59,Active,2023-09-06,2024-04-22
12830,42427,14089,Personal,0.0,5.37,44,Active,2024-05-13,2028-01-30
12831,15074,51846,Personal,475822.59,13.6,30,Closed,2024-03-19,2024-10-27
12832,27225,12224,Car,57588.66,8.8,26,Closed,2025-11-21,2027-05-18
12833,12824,20067,Personal,0.0,11.34,46,Closed,2023-10-17,2025-02-19
12834,2622,49661,Home,441483.76,13.33,19,Active,2025-01-09,2026-02-25
12835,35006,55503,Personal,154336.71,12.84,56,Active,2025-06-06,2027-05-16
12836,22231,11260,Personal,27347.49,10.89,56,Active,2024-03-04,2025-03-07
12837,49241,24725,Personal,431999.48,6.33,0,Active,2025-01-06,2028-08-18
12838,3365,3009,Car,0.0,9.7,29,Closed,2024-03-15,2028-01-04
12839,38481,68715,,319108.66,10.92,41,Active,2025-11-10,2029-04-28
12840,36609,60454,Home,75717.79,9.73,54,Active,2026-07-02 19:18:46.871131,2025-04-19
12841,4549,23943,Personal,364735.56,13.99,0,Closed,2027-04-14 19:18:46.871131,2024-01-22
12842,29448,7414,Home,-1000.0,-5.0,0,Active,2025-06-22,2025-12-09
12843,26557,66382,Personal,432008.32,5.12,0,Closed,2027-05-27 19:18:46.871131,2025-02-15 19:18:46.871131
12844,21984,3018,Personal,0.0,7.1,56,Closed,2026-10-09 19:18:46.871131,2025-02-26
12845,3599,69709,Car,391582.19,10.36,30,Active,2025-01-11,2027-06-14
12846,2569,930,,269176.34,9.77,15,Active,2024-06-08,2026-04-16
12847,36767,31921,Home,478841.96,-5.0,12,Closed,2023-08-27,2025-01-17
12848,5602,28263,Personal,207179.26,10.75,38,Active,2026-02-23 19:18:46.871131,2024-12-09 19:18:46.871131
12849,34009,7804,Home,228541.67,8.96,0,Active,2024-01-02,2024-05-24
12850,35247,6558,Car,0.0,9.11,0,Active,2023-03-27,2024-05-15
12851,42626,307,Home,308553.45,-5.0,33,Closed,2024-01-04,2026-08-13
12852,11841,68814,Personal,-1000.0,7.0,54,Closed,2024-09-19,2026-11-22
12853,29561,22766,Home,-1000.0,-5.0,46,Closed,2024-12-16,2027-04-20
12854,22827,45472,Car,376043.28,-5.0,26,Active,2024-08-09,2026-07-23
12855,16096,2480,,312857.57,7.66,47,Active,2024-01-02,2025-06-06
12856,39586,38334,Home,456678.78,-5.0,0,Closed,2027-03-12 19:18:46.871131,2028-02-15
12857,22008,60566,,366665.84,5.26,20,Active,2025-12-23,2025-02-12 19:18:46.871131
12858,17327,48116,Home,71134.15,14.57,0,Closed,2025-02-22,2025-06-16
12859,7504,57276,Car,298042.36,13.5,54,Closed,2024-08-13,2026-08-18
12860,30752,52589,Home,-1000.0,13.83,59,Closed,2024-09-03,2025-04-01
12861,31714,59987,Car,-1000.0,-5.0,18,Closed,2026-12-27 19:18:46.871131,2024-12-20 19:18:46.871131
12862,9658,60572,Car,389714.31,8.24,0,Closed,2023-03-01,2025-03-07
12863,12313,17513,Car,204476.07,6.32,37,Closed,2024-07-24,2026-10-28
12864,45450,39435,Personal,283831.96,9.34,19,Active,2025-05-08,2026-05-19
12865,24527,50824,,0.0,14.9,42,Active,2025-11-23,2027-06-16
12866,6495,42884,Car,-1000.0,5.87,58,Closed,2026-01-04,2029-04-24
12867,34365,17013,Home,72906.99,-5.0,43,Active,2025-07-27,2028-11-27
12868,34179,54440,,0.0,10.7,37,Closed,2025-02-25,2025-11-27
12869,15029,6554,,348621.2,8.46,36,Active,2025-05-23,2026-12-13
12870,49670,39492,Car,421917.38,6.6,0,Closed,2023-06-14,2025-01-21 19:18:46.871131
12871,17923,40477,,398806.97,13.64,28,Closed,2024-07-26,2026-11-12
12872,47643,51113,,124010.95,12.41,37,Closed,2023-09-16,2024-10-12
12873,2439,36024,Personal,0.0,8.27,14,Closed,2026-01-01,2027-03-11
12874,14199,41452,Car,-1000.0,9.98,0,Closed,2024-05-08,2024-11-08
12875,3519,57717,Car,296074.54,6.97,0,Active,2026-05-19 19:18:46.871131,2025-10-01
12876,33239,44628,,433427.02,11.81,15,Closed,2025-03-13,2028-07-04
12877,19840,22669,Home,379633.26,-5.0,31,Active,2026-10-15 19:18:46.871131,2025-08-14 19:18:46.871131
12878,19810,31146,Personal,209401.7,-5.0,18,Active,2025-07-24,2028-03-05
12879,43522,7923,Home,244122.39,14.12,26,Closed,2025-09-15,2025-10-15 19:18:46.871131
12880,28335,46128,Car,94760.27,13.05,57,Active,2023-10-23,2026-12-07
12881,14622,57797,Car,231023.02,10.52,0,Closed,2023-05-05,2024-08-23
12882,6178,68043,,-1000.0,10.71,32,Closed,2023-11-04,2027-11-03
12883,21367,2538,,292163.86,5.95,18,Closed,2025-07-17,2028-07-30
12884,21169,35032,,374207.81,13.52,37,Closed,2025-11-15,2028-05-04
12885,46989,44623,Car,439347.46,11.13,53,Closed,2026-05-29 19:18:46.871131,2025-06-07 19:18:46.871131
12886,42528,17840,Personal,492188.26,14.72,56,Active,2025-02-13,2029-02-03
12887,43563,54415,,364184.03,8.91,0,Closed,2024-02-15,2027-10-19
12888,16384,23762,Home,125428.22,7.71,0,Closed,2024-06-30,2027-07-01
12889,39401,17330,Home,39061.39,11.7,0,Active,2027-01-25 19:18:46.871131,2026-06-12
12890,37942,48961,,322753.61,14.96,53,Closed,2023-09-11,2026-01-25 19:18:46.871131
12891,3913,24859,Personal,352816.87,7.82,48,Active,2023-11-30,2024-03-14
12892,21039,56053,Home,302688.7,7.07,37,Active,2023-10-15,2025-06-10
12893,38228,46194,,216987.69,-5.0,0,Closed,2025-02-04,2025-12-26 19:18:46.871131
12894,24370,56716,Personal,163341.39,-5.0,0,Active,2025-08-08,2029-09-15
12895,11903,31608,,192758.32,11.64,12,Active,2023-06-03,2025-11-29 19:18:46.871131
12896,44537,34869,Car,38825.43,14.96,0,Active,2024-03-28,2025-07-26 19:18:46.871131
12897,31553,43100,Personal,-1000.0,13.85,40,Active,2023-09-14,2026-02-10
12898,37433,66373,Car,201860.22,5.79,21,Active,2023-03-12,2023-10-03
12899,42479,34042,,0.0,5.41,29,Closed,2023-10-15,2026-10-28
12900,32610,47344,,-1000.0,-5.0,0,Active,2024-07-02,2026-04-11
12901,13869,56111,Car,124222.84,13.97,0,Closed,2023-05-13,2024-09-23
12902,31986,61430,Car,191659.91,10.32,32,Active,2023-12-28,2025-09-18 19:18:46.871131
12903,41543,36546,Home,133813.55,5.85,26,Active,2024-10-16,2028-02-28
12904,31358,56402,Car,173528.86,-5.0,49,Active,2025-08-07,2026-05-25
12905,14576,55844,Personal,301593.37,13.85,24,Closed,2026-03-10 19:18:46.871131,2025-08-16 19:18:46.871131
12906,17500,18113,Home,82338.4,5.43,23,Closed,2023-03-12,2026-01-14 19:18:46.871131
12907,25935,48265,Home,-1000.0,10.67,28,Closed,2024-08-28,2025-11-17
12908,14521,60802,Personal,43733.76,14.77,58,Closed,2026-11-15 19:18:46.871131,2025-01-07 19:18:46.871131
12909,18391,46076,Home,0.0,10.46,0,Closed,2023-03-26,2026-05-24
12910,25237,64516,,218557.34,12.26,49,Active,2026-01-19,2029-08-19
12911,32263,4272,Car,0.0,-5.0,33,Closed,2023-07-17,2026-08-08
12912,34021,61008,Home,499617.73,13.69,15,Active,2025-06-18,2026-10-10
12913,12932,46749,Home,243080.71,-5.0,22,Closed,2025-03-29,2027-06-16
12914,30708,63309,,447445.7,12.93,58,Active,2024-03-22,2027-09-24
12915,33690,68682,Home,407323.74,12.63,49,Closed,2025-08-28,2027-08-20
12916,41813,8747,,447399.05,9.68,34,Active,2026-06-03 19:18:46.871131,2027-03-24
12917,1169,19321,Home,0.0,11.92,14,Closed,2027-01-05 19:18:46.871131,2029-03-27
12918,36630,68409,Personal,18165.22,12.14,17,Closed,2023-12-25,2025-11-23 19:18:46.871131
12919,10573,66071,Personal,194829.43,14.66,0,Closed,2024-04-06,2024-11-30 19:18:46.871131
12920,27245,39132,Personal,350633.45,10.09,48,Closed,2023-04-21,2023-08-18
12921,10264,23489,Car,356759.87,9.74,40,Closed,2025-06-28,2027-12-10
12922,25852,48051,Personal,276960.65,11.74,19,Active,2024-08-04,2026-02-07
12923,304,28608,Personal,298935.84,5.86,29,Closed,2026-01-19,2028-01-24
12924,33908,5886,Personal,-1000.0,-5.0,33,Active,2023-06-23,2024-04-12
12925,26587,46017,Car,0.0,11.86,29,Closed,2025-07-29,2027-05-27
12926,13697,14464,Personal,385019.97,-5.0,55,Closed,2026-12-11 19:18:46.871131,2025-01-07 19:18:46.871131
12927,21973,66718,,-1000.0,7.31,33,Active,2025-09-08,2026-05-24
12928,38728,39793,,141624.66,6.32,54,Closed,2024-07-16,2026-03-07
12929,12782,58237,Home,424077.11,14.23,36,Closed,2025-02-08,2026-05-29
12930,5022,23453,Personal,12422.25,14.29,46,Closed,2024-09-08,2025-06-25
12931,27550,2392,Personal,423547.27,8.37,25,Closed,2023-12-04,2025-10-05
12932,36142,3359,,0.0,7.18,51,Active,2023-07-14,2024-11-11
12933,41696,3342,Personal,389608.22,5.7,60,Closed,2024-04-19,2026-03-03
12934,12682,9549,Home,171148.42,13.11,30,Closed,2026-03-15 19:18:46.871131,2025-10-07
12935,33190,68652,Personal,169405.68,9.46,42,Closed,2027-02-10 19:18:46.871131,2024-12-05
12936,21927,61069,Personal,0.0,14.04,24,Active,2026-05-19 19:18:46.871131,2026-05-22
12937,29094,32783,Home,-1000.0,9.43,13,Active,2026-07-27 19:18:46.871131,2025-10-31
12938,40002,41084,Personal,-1000.0,11.64,36,Active,2024-05-16,2026-03-25
12939,19075,36707,,258722.7,8.14,51,Active,2024-06-11,2025-10-23
12940,46770,1573,Car,113254.66,11.43,32,Active,2024-12-24,2026-03-18
12941,22396,34537,Personal,86898.55,5.01,0,Closed,2025-07-21,2027-08-02
12942,21208,63269,Car,400768.0,12.97,47,Active,2023-06-04,2026-09-18
12943,31312,33043,Car,353607.36,14.1,55,Closed,2024-09-14,2025-12-02
12944,7771,18979,Home,458847.33,-5.0,60,Active,2024-01-12,2025-10-07 19:18:46.871131
12945,46834,18612,Personal,433648.39,-5.0,25,Active,2024-08-14,2027-03-10
12946,21068,63451,Personal,80292.73,9.9,0,Closed,2025-02-11,2026-03-04
12947,44876,38285,,214342.0,5.02,50,Active,2025-06-30,2028-09-08
12948,20790,44316,Car,388523.01,-5.0,37,Active,2024-11-29,2026-06-15
12949,48257,42569,,263551.51,9.91,31,Active,2026-03-17 19:18:46.871131,2025-12-13
12950,25051,22875,Personal,123166.37,-5.0,21,Active,2024-01-23,2024-10-04
12951,7517,67358,Personal,0.0,-5.0,14,Closed,2026-05-27 19:18:46.871131,2028-05-23
12952,21500,51220,Home,366550.8,-5.0,30,Closed,2026-11-13 19:18:46.871131,2025-01-19
12953,38054,21777,,-1000.0,-5.0,21,Closed,2025-06-15,2026-10-02
12954,14628,26701,Car,84512.65,9.61,34,Closed,2025-08-29,2026-08-26
12955,41783,55233,Personal,0.0,5.87,0,Closed,2023-09-16,2025-01-21 19:18:46.871131
12956,21715,21956,,228555.81,6.58,59,Closed,2023-03-22,2025-10-03
12957,7242,27653,Car,248565.64,13.14,18,Closed,2025-06-07,2025-08-09 19:18:46.871131
12958,2748,7166,Home,319410.97,10.66,51,Closed,2025-10-05,2028-03-09
12959,20112,34045,Home,422786.1,-5.0,58,Closed,2024-05-10,2025-04-15 19:18:46.871131
12960,31024,50850,Car,57378.65,9.12,43,Closed,2026-10-14 19:18:46.871131,2026-06-26
12961,14451,17831,Home,374826.42,6.75,48,Closed,2024-06-10,2027-07-12
12962,7805,41687,Home,167427.28,14.8,59,Closed,2023-03-19,2026-01-13
12963,44194,28598,,491999.42,8.31,19,Active,2024-05-27,2026-06-16
12964,23902,11223,Personal,14068.44,14.4,40,Active,2024-12-16,2025-08-20 19:18:46.871131
12965,15434,23870,Personal,125831.55,9.61,24,Closed,2025-11-07,2028-04-20
12966,49628,53140,Personal,-1000.0,-5.0,27,Active,2025-04-26,2028-05-06
12967,49109,31209,,342770.84,-5.0,18,Active,2027-05-17 19:18:46.871131,2025-08-13
12968,39798,21841,Car,498071.8,14.36,24,Active,2026-10-21 19:18:46.871131,2024-12-22
12969,6345,16218,Personal,0.0,14.33,21,Active,2023-06-30,2027-06-05
12970,32480,54805,Personal,0.0,5.9,0,Closed,2024-12-22,2028-08-06
12971,32906,19116,Home,175721.65,8.36,48,Closed,2024-09-22,2025-07-02 19:18:46.871131
12972,12484,29269,,459564.96,9.91,48,Closed,2025-03-22,2025-09-07 19:18:46.871131
12973,44599,32263,Home,-1000.0,12.2,19,Closed,2024-12-27,2026-07-31
12974,28168,27019,Home,275560.91,5.9,52,Active,2026-10-26 19:18:46.871131,2026-02-21
12975,49088,1340,,404818.35,-5.0,57,Active,2026-03-09 19:18:46.871131,2025-04-09
12976,40018,46906,,303271.23,11.45,0,Closed,2024-11-19,2025-12-02
12977,8659,36645,Car,424140.83,6.71,0,Closed,2024-12-01,2028-11-06
12978,14076,40184,,424781.76,13.65,27,Active,2027-01-14 19:18:46.871131,2026-01-06
12979,7915,41253,,144230.13,10.98,19,Active,2024-01-14,2026-05-24
12980,11150,41944,,154903.36,14.02,0,Closed,2025-01-02,2025-03-11 19:18:46.871131
12981,1059,19839,Home,-1000.0,5.67,18,Closed,2024-09-15,2026-10-03
12982,46180,4392,Personal,43181.94,13.34,39,Closed,2026-01-21,2024-12-18 19:18:46.871131
12983,26834,52297,,-1000.0,5.1,0,Closed,2027-04-30 19:18:46.871131,2025-04-16 19:18:46.871131
12984,6837,37668,Home,172100.17,-5.0,46,Active,2025-11-29,2025-11-10 19:18:46.871131
12985,18917,67364,,418527.45,-5.0,12,Closed,2023-06-06,2024-02-27
12986,17678,57117,,221066.54,13.67,26,Closed,2025-11-04,2026-09-03
12987,41377,20437,Car,-1000.0,7.7,45,Closed,2024-06-21,2025-01-29
12988,44192,58029,Personal,272204.64,9.13,0,Closed,2024-02-11,2027-02-23
12989,36254,49921,Car,246785.29,10.56,0,Closed,2024-10-05,2027-09-25
12990,40820,34126,,-1000.0,13.26,19,Closed,2023-05-25,2025-07-10 19:18:46.871131
12991,7379,41247,,-1000.0,9.75,54,Active,2024-09-05,2025-07-31
12992,48298,1031,Home,224075.11,5.3,22,Closed,2025-03-02,2025-11-03 19:18:46.871131
12993,49660,7243,Personal,55093.93,11.11,43,Closed,2025-01-28,2027-05-16
12994,16849,48381,Personal,54929.61,-5.0,34,Closed,2024-05-02,2025-06-04
12995,34073,11659,Car,43229.51,12.11,24,Closed,2023-05-25,2023-10-03
12996,17928,36173,Car,402290.44,11.37,57,Active,2025-01-14,2024-10-21 19:18:46.871131
12997,23550,25110,,0.0,-5.0,29,Active,2027-05-03 19:18:46.871131,2023-11-20
12998,38567,65994,Home,174686.74,-5.0,35,Closed,2024-08-13,2025-11-24
12999,48159,44616,Home,223405.77,14.4,29,Closed,2024-05-28,2024-09-24
13000,28071,59661,Personal,372158.42,12.13,38,Active,2025-08-31,2025-05-24 19:18:46.871131
13001,22118,67158,Home,29252.38,6.14,0,Active,2026-07-10 19:18:46.871131,2027-02-18
13002,16945,1680,Personal,0.0,6.08,0,Closed,2024-04-12,2025-04-11
13003,14702,46565,Personal,0.0,-5.0,54,Active,2024-05-25,2026-12-31
13004,25105,30725,,367800.24,8.06,36,Closed,2023-06-08,2025-01-24 19:18:46.871131
13005,8872,8212,Car,224824.55,13.01,16,Closed,2025-09-02,2026-04-30
13006,11919,43481,Car,81190.21,8.15,22,Active,2024-06-02,2025-08-17 19:18:46.871131
13007,4226,66542,,34850.1,9.92,13,Active,2023-07-29,2027-05-19
13008,18864,34510,Home,304985.77,9.28,13,Active,2024-07-27,2025-03-24
13009,32724,3718,Personal,391920.0,12.57,46,Closed,2024-06-06,2024-12-31
13010,41246,7372,Personal,118126.6,-5.0,16,Closed,2024-01-29,2027-09-01
13011,38995,55837,Personal,342983.33,10.07,0,Closed,2025-11-29,2027-12-01
13012,35984,55811,Home,379773.94,10.7,15,Active,2027-02-10 19:18:46.871131,2026-09-18
13013,12438,17664,Car,-1000.0,12.41,0,Closed,2027-01-08 19:18:46.871131,2027-02-23
13014,3487,53115,Home,78479.48,8.68,39,Active,2025-10-03,2026-01-28 19:18:46.871131
13015,11699,51177,Personal,302578.0,9.96,18,Active,2024-02-06,2026-12-14
13016,17995,4887,Car,398134.59,8.45,52,Closed,2027-06-26 19:18:46.871131,2027-09-05
13017,49528,29398,Home,326853.16,11.11,15,Active,2023-05-24,2024-03-02
13018,892,64151,,203852.88,-5.0,49,Active,2023-06-04,2025-10-24
13019,28451,50767,Personal,0.0,-5.0,27,Closed,2023-12-08,2027-01-06
13020,15722,51362,Home,-1000.0,13.11,59,Active,2024-05-17,2025-10-18 19:18:46.871131
13021,29972,63305,,0.0,12.91,0,Closed,2024-03-04,2028-02-26
13022,22197,24451,Car,303163.77,12.65,33,Active,2024-08-15,2027-05-20
13023,34717,22721,Home,487362.65,7.35,0,Active,2025-12-23,2028-08-10
13024,2140,48702,Car,257283.14,10.37,0,Active,2024-06-02,2024-12-24 19:18:46.871131
13025,12035,42992,Home,458048.47,10.32,43,Active,2026-04-23 19:18:46.871131,2024-04-21
13026,44004,3472,Home,0.0,6.52,28,Closed,2024-08-12,2024-11-21 19:18:46.871131
13027,15121,63341,Car,491966.19,11.18,50,Closed,2026-03-20 19:18:46.871131,2027-02-19
13028,10528,44553,Personal,0.0,5.22,46,Active,2026-02-15,2026-10-15
13029,32675,40429,Personal,284538.52,-5.0,49,Active,2025-02-16,2028-01-28
13030,38147,12355,Car,332935.08,14.1,0,Closed,2027-07-03 19:18:46.871131,2026-04-01
13031,27258,23230,Car,0.0,14.93,0,Closed,2026-05-18 19:18:46.871131,2027-06-10
13032,23789,22437,,252601.18,11.8,20,Active,2026-08-14 19:18:46.871131,2029-07-18
13033,27049,27225,Car,426774.88,9.93,55,Closed,2025-08-21,2027-07-10
13034,10601,16052,,221882.66,-5.0,17,Closed,2024-10-24,2027-04-08
13035,18558,23094,,178487.93,12.19,17,Closed,2026-01-19,2029-04-14
13036,44100,20094,Home,343094.68,10.26,28,Closed,2025-07-16,2026-10-09
13037,14666,3643,Personal,204770.18,7.34,56,Closed,2025-06-27,2028-04-04
13038,40557,12509,Home,177089.94,8.62,0,Active,2025-01-01,2025-12-25
13039,49087,62361,Car,276203.23,-5.0,45,Closed,2024-04-12,2024-12-17 19:18:46.871131
13040,5382,56561,Home,50290.06,5.75,0,Active,2026-07-31 19:18:46.871131,2027-06-05
13041,38265,5861,,-1000.0,14.35,16,Closed,2024-05-19,2025-03-12
13042,11907,30334,Personal,475761.26,5.89,25,Active,2026-02-05,2029-06-09
13043,23470,25267,Home,402624.03,12.91,0,Closed,2023-03-08,2027-02-03
13044,33382,20415,Home,0.0,10.66,39,Active,2025-02-14,2025-08-11 19:18:46.871131
13045,48728,63772,Home,98968.37,6.54,21,Closed,2024-07-11,2025-03-05
13046,38430,24344,Personal,440692.88,6.87,0,Active,2024-01-09,2027-01-14
