account_id,customer_id,branch_id,account_type,balance,open_date,status
36926,3959,8,Current,33168.32,2024-10-25,Mature
36927,37114,47,Checking,88591.59,2024-08-09,Active
36928,13955,26,Current,26536.03,2028-04-11 19:18:46.871131,Inactive
36929,32445,47,Random,8448.51,2022-08-11,Mature
36930,20037,9,FD,44711.81,2024-11-24,Mature
36931,18657,28,Current,49343.33,2025-12-05,Mature
36932,41030,49,Savings,72970.66,2025-04-18,Inactive
36933,32656,34,Current,47923.92,2027-10-28 19:18:46.871131,Active
36934,33235,11,Savings,27876.9,2022-11-16,Mature
36935,17200,27,Current,96721.99,2026-06-18 19:18:46.871131,Mature
36936,47244,34,Current,49776.51,2028-06-14 19:18:46.871131,Mature
36937,49307,26,FD,80262.17,2023-06-14,Mature
36938,10532,2,Current,53495.87,2026-07-28 19:18:46.871131,Inactive
36939,30914,48,Savings,56952.24,2025-06-25,Inactive
36940,45288,2,FD,35885.81,2021-11-13,Inactive
36941,46788,20,FD,95257.03,2027-12-13 19:18:46.871131,Closed
36942,40825,16,Checking,25450.98,2027-10-03 19:18:46.871131,Mature
36943,42915,17,Current,15762.58,2024-10-21,Active
36944,5291,36,FD,16182.77,2024-06-25,Blocked
36945,47500,11,Current,76536.64,2022-05-19,Inactive
36946,40085,3,Savings,87485.42,2024-06-22,Unknown
36947,10136,17,Current,13479.41,2025-02-25,Inactive
36948,33697,17,FD,19745.91,2027-09-02 19:18:46.871131,Blocked
36949,20834,22,Current,83980.0,2023-03-31,Active
36950,33004,26,Loan,55115.32,2022-05-13,Inactive
36951,31357,30,Current,10115.42,2028-04-01 19:18:46.871131,Inactive
36952,5220,29,FD,86071.14,2022-05-08,Closed
36953,25816,20,Current,74220.17,2023-07-23,Inactive
36954,17233,15,Loan,15551.18,2021-10-10,Blocked
36955,4260,46,FD,60083.55,2027-03-13 19:18:46.871131,Mature
36956,1108,49,Savings,47971.78,2024-08-02,Mature
36957,17667,1,FD,12212.29,2024-08-24,Active
36958,3834,40,Savings,57174.64,2025-05-08,Mature
36959,22358,36,Savings,87408.46,2028-05-29 19:18:46.871131,Active
36960,35443,43,FD,60921.42,2022-03-16,Mature
36961,28051,1,FD,47256.26,2021-06-09,Inactive
36962,22557,29,Loan,80656.2,2024-07-22,Active
36963,49419,26,FD,71310.93,2026-07-19 19:18:46.871131,Mature
36964,48071,36,FD,59067.32,2021-09-15,Active
36965,22749,23,FD,92105.34,2023-11-20,Mature
36966,3403,10,FD,71722.02,2026-11-17 19:18:46.871131,Inactive
36967,3001,30,Current,71570.35,2022-03-26,Active
36968,6710,8,FD,62415.53,2026-01-29,Closed
36969,21875,49,FD,84195.28,2023-01-30,Mature
36970,24514,36,FD,59941.57,2021-07-11,Mature
36971,44599,10,Current,47850.01,2027-07-24 19:18:46.871131,Active
36972,17346,29,Current,78768.8,2026-07-02 19:18:46.871131,Active
36973,30570,22,Savings,47267.23,2023-07-30,Mature
36974,49558,1,Savings,87920.16,2024-09-20,Inactive
36975,12060,33,FD,53471.48,2022-05-22,Unknown
36976,31963,45,Savings,65729.54,2024-09-01,Mature
36977,19357,44,Savings,39593.16,2027-02-18 19:18:46.871131,Active
36978,32918,21,Current,84090.85,2022-05-20,Active
36979,7375,38,FD,62370.54,2024-09-03,Mature
36980,17848,14,Current,9018.75,2025-06-21,Mature
36981,17384,2,Checking,49670.15,2021-04-16,Mature
36982,12125,36,Savings,58835.48,2026-02-08,Mature
36983,38760,36,Current,45779.77,2026-06-03 19:18:46.871131,Unknown
36984,22190,14,FD,24172.53,2023-06-13,Mature
36985,16647,18,FD,49013.26,2024-01-31,Inactive
36986,47688,24,Checking,80665.37,2021-12-17,Mature
36987,14660,49,FD,17637.03,2023-07-20,Mature
36988,5268,45,Savings,31267.43,2028-01-26 19:18:46.871131,Inactive
36989,14962,30,Random,26297.23,2026-02-15,Active
36990,14369,35,Current,64503.63,2023-09-06,Inactive
36991,6907,14,FD,78944.58,2025-07-20,Inactive
36992,35427,12,FD,73132.27,2025-10-08,Inactive
36993,35998,46,Savings,98932.46,2025-09-12,Inactive
36994,17660,2,Current,84902.64,2024-11-12,Mature
36995,19276,29,Current,25832.07,2025-02-06,Active
36996,19525,19,Random,55135.13,2022-07-17,Inactive
36997,43137,5,Current,63715.61,2021-05-31,Closed
36998,44622,20,Savings,89276.35,2023-01-27,Closed
36999,26762,49,FD,87123.85,2025-01-23,Active
37000,11278,30,FD,11067.11,2023-07-11,Inactive
37001,32964,45,FD,41242.27,2021-08-05,Inactive
37002,26219,48,Current,90165.65,2028-10-12 19:18:46.871131,Active
37003,31314,32,Current,74577.05,2025-07-11,Inactive
37004,46678,41,Current,47931.92,2024-05-16,Mature
37005,21201,44,Loan,19980.78,2023-10-13,Mature
37006,23226,31,Current,94055.99,2023-05-19,Inactive
37007,44275,42,Savings,73629.83,2026-11-07 19:18:46.871131,Mature
37008,10693,40,Savings,34581.57,2025-02-09,Closed
37009,8754,27,Checking,26566.0,2021-06-23,Inactive
37010,31248,23,Savings,29696.78,2023-01-22,Mature
37011,9890,21,FD,18057.53,2024-04-29,Active
37012,12909,39,FD,69814.21,2026-01-08,Active
37013,6074,11,Current,34090.35,2023-12-10,Active
37014,48838,11,FD,34193.73,2024-06-13,Mature
37015,15087,37,Current,56789.58,2022-10-27,Closed
37016,24382,10,Current,95228.6,2023-04-14,Inactive
37017,36658,46,Current,26698.47,2024-10-30,Unknown
37018,34498,36,Checking,25635.25,2025-09-17,Mature
37019,4240,18,FD,51119.02,2023-10-02,Blocked
37020,30308,31,FD,18965.23,2023-05-24,Active
37021,2417,12,Current,11602.62,2024-08-15,Mature
37022,14479,50,Loan,74112.48,2025-01-18,Inactive
37023,17960,26,Loan,96823.69,2023-01-02,Mature
37024,45110,23,Random,50000.18,2022-10-30,Mature
37025,13487,42,FD,21645.12,2025-12-06,Active
37026,49012,39,Random,10706.78,2024-05-25,Mature
37027,21560,40,FD,66398.54,2027-10-01 19:18:46.871131,Inactive
37028,14202,28,Savings,41989.11,2025-10-26,Active
37029,6908,48,Savings,94413.45,2023-12-23,Closed
37030,47605,19,Loan,63215.85,2024-10-14,Inactive
37031,21026,1,FD,26612.61,2025-10-08,Inactive
37032,21807,8,Savings,31492.13,2023-11-24,Mature
37033,1360,10,Loan,39477.11,2025-05-30,Inactive
37034,42117,26,FD,51190.58,2024-03-07,Inactive
37035,5654,6,Current,39140.83,2025-08-23,Active
37036,47538,45,Checking,40173.7,2023-11-01,Active
37037,20338,50,Savings,36916.1,2022-02-18,Inactive
37038,5429,10,Loan,47322.5,2022-06-21,Closed
37039,450,27,Random,68463.42,2024-03-18,Inactive
37040,11310,35,Random,61494.42,2024-05-09,Inactive
37041,38486,33,FD,89732.0,2022-06-03,Inactive
37042,21318,8,FD,59703.9,2025-01-04,Inactive
37043,39920,20,FD,25491.43,2028-04-11 19:18:46.871131,Closed
37044,29911,32,Savings,90499.85,2025-04-03,Mature
37045,6210,42,Current,21756.58,2021-04-24,Inactive
37046,21014,22,Checking,38786.88,2022-06-26,Inactive
37047,46244,37,Current,19487.44,2022-12-31,Closed
37048,2917,18,FD,48564.86,2027-06-25 19:18:46.871131,Mature
37049,22359,27,Savings,82363.24,2023-04-23,Active
37050,39271,18,Current,43584.14,2024-10-30,Blocked
37051,23892,6,FD,4623.1,2023-05-30,Mature
37052,25682,18,Current,54960.27,2027-12-11 19:18:46.871131,Inactive
37053,40970,29,Loan,37039.67,2023-10-05,Blocked
37054,10757,10,Savings,35515.13,2022-11-30,Active
37055,40007,2,FD,81199.2,2026-10-06 19:18:46.871131,Mature
37056,40388,47,Random,1899.69,2021-10-24,Active
37057,33893,18,Random,62732.64,2025-03-07,Active
37058,46032,8,Savings,23912.31,2021-10-29,Inactive
37059,36488,33,FD,46722.04,2026-09-03 19:18:46.871131,Active
37060,17683,42,FD,32093.68,2025-03-07,Active
37061,40179,43,Loan,41927.98,2022-08-23,Active
37062,12840,36,Random,16897.1,2021-12-07,Mature
37063,3194,18,FD,53232.54,2027-09-14 19:18:46.871131,Mature
37064,49435,18,FD,47407.59,2021-10-18,Inactive
37065,46202,19,FD,50244.42,2024-10-15,Inactive
37066,42528,36,Savings,72010.95,2022-01-28,Unknown
37067,15501,27,Current,53758.33,2025-10-30,Blocked
37068,22513,17,Current,61679.32,2022-07-04,Active
37069,29220,27,Random,29700.97,2025-05-16,Mature
37070,31848,40,Savings,66002.92,2024-11-22,Active
37071,42674,25,Loan,92831.39,2024-04-05,Inactive
37072,44790,8,Current,78813.54,2026-01-13,Mature
37073,22893,15,Current,40973.34,2026-11-09 19:18:46.871131,Inactive
37074,38603,31,Savings,8266.6,2021-07-24,Mature
37075,9031,47,Current,11251.95,2024-10-25,Inactive
37076,15421,38,Savings,15137.07,2023-11-25,Active
37077,7997,28,Current,64845.58,2024-05-17,Closed
37078,39308,47,FD,47187.12,2023-09-08,Active
37079,37400,48,Current,43071.7,2027-03-18 19:18:46.871131,Active
37080,46520,8,Current,89477.0,2025-07-03,Unknown
37081,43637,5,Savings,95520.94,2026-02-09,Mature
37082,24595,11,Savings,67387.96,2022-09-21,Mature
37083,18987,29,Current,26793.99,2028-06-18 19:18:46.871131,Inactive
37084,25093,17,Current,89096.18,2026-02-26 19:18:46.871131,Mature
37085,24968,8,FD,79737.63,2024-04-09,Mature
37086,3896,22,Current,9104.32,2024-11-03,Mature
37087,41198,17,Loan,25445.22,2021-04-12,Inactive
37088,45585,44,Savings,55314.39,2028-04-18 19:18:46.871131,Active
37089,7468,11,Current,49137.66,2026-10-18 19:18:46.871131,Inactive
37090,43518,28,Current,40212.47,2025-05-03,Unknown
37091,34569,39,Current,46808.14,2023-02-25,Inactive
37092,48662,25,Loan,58860.49,2024-09-05,Active
37093,21507,40,FD,99381.73,2024-02-21,Closed
37094,11626,26,Savings,19466.05,2025-12-10,Blocked
37095,12796,37,Checking,76867.53,2025-10-08,Inactive
37096,47372,49,FD,59890.46,2021-11-30,Active
37097,3338,24,Savings,82335.27,2022-08-18,Inactive
37098,11055,49,FD,67315.36,2024-11-22,Mature
37099,45643,20,Random,56313.07,2025-01-29,Closed
37100,29041,45,Checking,89674.74,2023-07-07,Mature
37101,24719,18,Savings,43529.36,2024-05-30,Active
37102,19436,12,FD,58673.95,2024-03-20,Inactive
37103,28097,37,Loan,26009.77,2021-04-20,Blocked
37104,34657,7,FD,87590.76,2025-11-06,Mature
37105,28220,48,FD,1274.26,2025-01-09,Blocked
37106,6617,32,Current,75376.9,2022-05-01,Active
37107,39294,39,Current,16327.63,2023-03-28,Active
37108,38269,5,Current,49876.66,2024-08-12,Inactive
37109,32863,18,Current,12458.16,2026-12-28 19:18:46.871131,Inactive
37110,8286,27,Current,38017.55,2023-06-01,Inactive
37111,31907,24,Savings,28039.79,2021-07-03,Unknown
37112,34478,42,Current,91324.76,2026-08-01 19:18:46.871131,Active
37113,23022,10,Savings,88208.65,2025-12-28,Mature
37114,19152,8,FD,85824.34,2022-02-18,Inactive
37115,43087,10,Savings,91062.6,2022-03-27,Mature
37116,2056,44,FD,48768.97,2021-05-25,Active
37117,5422,37,Current,84317.27,2024-06-25,Blocked
37118,16434,29,Savings,80942.41,2025-01-28,Active
37119,33011,31,Loan,82921.5,2026-10-04 19:18:46.871131,Mature
37120,8907,25,Loan,58694.84,2021-06-16,Mature
37121,26033,46,Current,30512.37,2021-04-17,Closed
37122,26505,37,FD,47526.41,2024-12-23,Unknown
37123,39576,41,Current,21138.0,2022-05-02,Inactive
37124,21666,2,Current,99596.16,2026-01-08,Inactive
37125,15722,28,FD,8060.52,2022-06-24,Inactive
37126,12999,39,Checking,90065.53,2022-03-25,Mature
37127,30237,46,Current,99721.91,2021-05-13,Active
37128,37288,1,Savings,88179.14,2021-02-20,Inactive
37129,6415,7,FD,43776.51,2024-10-04,Active
37130,33548,4,FD,1492.37,2021-09-17,Inactive
37131,9084,36,Loan,20451.12,2024-08-11,Inactive
37132,2036,17,Current,36477.74,2027-11-14 19:18:46.871131,Mature
37133,7728,22,Savings,9936.69,2027-06-12 19:18:46.871131,Mature
37134,12099,42,FD,17588.32,2023-05-21,Active
37135,2923,42,Current,53598.76,2021-05-26,Active
37136,32434,11,Current,30498.27,2027-05-25 19:18:46.871131,Mature
37137,29070,9,Current,91210.63,2021-08-01,Active
37138,2566,4,Savings,85249.62,2022-01-23,Inactive
37139,6338,47,Savings,49983.93,2025-02-27,Mature
37140,7484,26,Savings,45219.03,2023-12-12,Blocked
37141,20580,42,Savings,87910.74,2021-02-17,Inactive
37142,9710,7,Savings,51476.0,2022-01-03,Blocked
37143,23925,29,Checking,25495.02,2028-01-08 19:18:46.871131,Mature
37144,1066,44,Savings,47795.62,2024-04-18,Mature
37145,11263,10,Current,8751.25,2027-10-23 19:18:46.871131,Active
37146,3244,22,Random,45396.62,2027-12-30 19:18:46.871131,Closed
37147,11354,31,Savings,93535.68,2021-10-28,Mature
37148,1757,40,FD,46343.7,2027-01-14 19:18:46.871131,Active
37149,26690,27,Loan,93543.06,2021-05-12,Inactive
37150,33831,21,Loan,92638.18,2021-04-18,Active
37151,41465,45,Current,67942.75,2021-03-18,Inactive
37152,3058,10,FD,22057.48,2028-03-29 19:18:46.871131,Active
37153,9843,39,Savings,99133.62,2027-05-02 19:18:46.871131,Active
37154,44739,35,Loan,74356.03,2022-08-08,Active
37155,49480,37,Current,10285.45,2025-06-08,Mature
37156,40196,43,Savings,11752.36,2021-05-01,Active
37157,1897,12,Current,60238.41,2021-06-07,Unknown
37158,446,21,FD,43264.93,2028-10-14 19:18:46.871131,Closed
37159,22845,1,Savings,11961.3,2024-09-24,Mature
37160,49561,3,Random,7623.59,2028-09-26 19:18:46.871131,Unknown
37161,44539,38,Savings,86383.72,2024-10-13,Inactive
37162,35348,1,Current,32615.21,2022-09-05,Blocked
37163,41589,13,Savings,12746.61,2023-08-09,Mature
37164,20004,9,Current,24071.55,2026-02-10,Active
37165,46790,49,Current,96164.51,2027-12-29 19:18:46.871131,Mature
37166,22626,19,Savings,17827.24,2022-01-03,Mature
37167,23065,5,Savings,79745.55,2023-02-22,Blocked
37168,35416,30,Current,61232.8,2022-10-31,Closed
37169,12401,21,FD,4181.9,2022-11-10,Unknown
37170,8590,9,FD,23052.49,2021-05-19,Mature
37171,22873,9,FD,92095.22,2022-03-20,Active
37172,22527,3,Savings,77440.24,2023-12-19,Active
37173,32298,27,FD,80926.41,2022-07-23,Mature
37174,2504,42,FD,60749.81,2025-01-07,Unknown
37175,22147,12,Current,27545.4,2025-08-10,Blocked
37176,4417,47,Savings,9759.9,2022-10-10,Inactive
37177,30941,3,Loan,33634.91,2026-01-01,Mature
37178,7532,1,Checking,63994.21,2028-08-06 19:18:46.871131,Mature
37179,31684,47,Current,77281.54,2023-03-19,Inactive
37180,32760,46,FD,62522.62,2026-12-03 19:18:46.871131,Mature
37181,15438,6,Savings,13708.32,2023-04-28,Inactive
37182,7962,41,Current,46936.03,2022-11-18,Inactive
37183,41860,20,Current,82765.92,2025-03-26,Blocked
37184,28565,21,Current,40234.46,2023-07-23,Mature
37185,36967,49,Savings,20177.73,2024-05-20,Active
37186,16029,36,Savings,46854.75,2024-09-14,Active
37187,22953,6,Savings,62645.81,2024-12-24,Inactive
37188,43718,1,Checking,3312.19,2027-03-09 19:18:46.871131,Mature
37189,22615,3,Checking,49839.35,2022-06-05,Mature
37190,32135,7,Savings,3230.93,2028-01-21 19:18:46.871131,Blocked
37191,24752,28,Current,89232.29,2024-04-05,Mature
37192,20987,46,Savings,96639.6,2025-03-19,Inactive
37193,31743,24,FD,96709.18,2023-10-20,Active
37194,27182,16,Current,5140.39,2024-03-03,Active
37195,6653,36,Current,49738.1,2023-06-17,Mature
37196,23755,21,Loan,11233.69,2024-06-12,Mature
37197,24677,24,Savings,20637.55,2021-12-17,Inactive
37198,8462,12,Savings,26997.52,2021-11-15,Mature
37199,48915,44,FD,81931.95,2022-01-16,Mature
37200,30937,11,Savings,38347.96,2023-05-26,Inactive
37201,27225,19,Loan,67769.9,2023-05-30,Blocked
37202,9564,9,Random,2854.16,2021-03-26,Active
37203,43401,49,Checking,86274.36,2026-01-27,Mature
37204,40218,37,Current,20774.9,2026-12-30 19:18:46.871131,Inactive
37205,11860,24,Current,25840.4,2025-02-27,Blocked
37206,21506,3,Checking,98199.58,2022-10-18,Active
37207,7257,31,FD,50338.59,2024-07-02,Active
37208,37583,14,FD,54031.92,2028-06-19 19:18:46.871131,Unknown
37209,44810,5,Checking,56318.74,2028-09-06 19:18:46.871131,Active
37210,39946,7,Current,71761.15,2024-01-05,Active
37211,40069,8,FD,84782.11,2021-11-15,Mature
37212,34270,49,FD,32225.12,2022-08-26,Active
37213,48125,11,FD,81571.16,2028-09-09 19:18:46.871131,Active
37214,31709,38,FD,5489.93,2021-09-24,Mature
37215,10367,17,Current,69849.69,2025-03-02,Mature
37216,6503,44,Savings,13017.49,2025-08-21,Unknown
37217,5362,23,FD,92348.91,2023-04-12,Unknown
37218,28447,22,FD,18785.72,2024-06-11,Blocked
37219,41977,32,Current,36590.92,2022-07-29,Mature
37220,48811,49,Current,53069.21,2024-10-21,Mature
37221,21264,11,Savings,61051.3,2028-05-02 19:18:46.871131,Mature
37222,7588,15,Savings,88412.86,2021-03-12,Active
37223,40092,32,FD,7622.26,2021-04-21,Mature
37224,33958,13,Savings,5056.88,2025-05-11,Mature
37225,12403,8,FD,43399.5,2024-04-17,Active
37226,35750,6,FD,77617.12,2027-01-13 19:18:46.871131,Mature
37227,11677,49,Checking,43464.69,2021-11-08,Active
37228,4482,32,Savings,99980.25,2024-08-16,Active
37229,72,42,FD,68998.95,2024-12-27,Active
37230,3737,5,Savings,91843.03,2023-12-19,Active
37231,36914,5,FD,10169.55,2024-05-09,Blocked
37232,36497,28,Savings,64442.69,2021-07-14,Mature
37233,5868,1,Current,97012.09,2025-04-15,Inactive
37234,43254,50,FD,64801.24,2021-12-16,Inactive
37235,33453,5,Current,13485.63,2022-05-28,Active
37236,4691,30,Current,26437.91,2024-08-01,Unknown
37237,37763,24,Savings,46301.11,2021-05-21,Inactive
37238,21230,18,Current,79814.48,2023-11-30,Blocked
37239,33062,5,Random,55737.64,2026-06-10 19:18:46.871131,Inactive
37240,18890,3,Savings,68670.86,2021-04-24,Active
37241,5568,17,Savings,34125.13,2023-09-10,Mature
37242,44557,49,Current,53885.52,2024-09-05,Active
37243,27482,6,Savings,60933.09,2021-10-11,Mature
37244,26075,12,Savings,31898.65,2021-09-18,Mature
37245,4919,5,FD,76968.22,2026-04-06 19:18:46.871131,Active
37246,21805,26,Current,49805.72,2022-10-10,Mature
37247,25862,12,FD,97951.31,2022-12-19,Inactive
37248,38656,48,Current,86312.49,2022-08-18,Mature
37249,46207,43,Checking,41896.48,2025-07-28,Inactive
37250,40448,24,FD,44891.89,2023-03-24,Active
37251,17774,30,Savings,92246.26,2025-03-01,Inactive
37252,5956,34,Current,55219.8,2025-07-06,Active
37253,23364,4,Random,53968.61,2024-09-12,Mature
37254,5980,24,Loan,34745.59,2021-04-07,Inactive
37255,34411,13,Savings,7026.09,2028-08-17 19:18:46.871131,Mature
37256,28871,16,Checking,1994.66,2025-08-08,Inactive
37257,32176,10,FD,61964.04,2025-02-01,Mature
37258,28606,15,FD,84057.98,2024-05-15,Mature
37259,14458,14,FD,49084.92,2025-04-21,Inactive
37260,41184,28,Current,3846.51,2025-10-12,Closed
37261,47212,5,Savings,37638.2,2028-10-05 19:18:46.871131,Active
37262,23347,40,Savings,26605.26,2024-04-21,Blocked
37263,35474,47,Random,62785.5,2025-07-11,Active
37264,43660,41,Savings,71921.9,2022-10-10,Blocked
37265,7597,18,FD,28278.67,2026-04-05 19:18:46.871131,Inactive
37266,27945,36,Savings,37159.15,2022-03-26,Inactive
37267,38932,36,FD,87384.61,2024-02-20,Inactive
37268,38192,40,Current,29233.88,2021-11-12,Unknown
37269,22613,37,FD,75402.77,2023-10-29,Inactive
37270,11126,36,FD,52728.83,2026-06-27 19:18:46.871131,Active
37271,21382,44,FD,28442.0,2021-06-23,Active
37272,46481,14,Savings,37093.31,2024-08-13,Unknown
37273,21457,9,FD,60421.88,2022-02-19,Closed
37274,23889,11,Savings,42706.74,2023-09-27,Mature
37275,43170,1,Savings,60316.97,2027-01-27 19:18:46.871131,Mature
37276,48902,39,FD,38373.1,2022-06-25,Active
37277,31782,40,Current,25536.17,2022-11-04,Mature
37278,23001,48,FD,17932.92,2028-09-08 19:18:46.871131,Inactive
37279,25293,23,Current,56885.56,2021-07-15,Active
37280,18713,16,FD,84308.33,2025-10-08,Inactive
37281,44403,37,Current,25498.45,2025-04-01,Mature
37282,43608,22,FD,74523.86,2025-06-11,Active
37283,9854,2,Checking,4192.92,2022-09-09,Inactive
37284,26379,40,Savings,49146.83,2025-02-24,Blocked
37285,30560,25,Current,55857.67,2024-08-18,Active
37286,11230,48,Loan,12757.92,2025-10-29,Active
37287,8398,38,Current,66004.91,2022-09-16,Unknown
37288,15462,36,Savings,1987.57,2022-05-06,Active
37289,5546,6,Loan,25636.9,2027-11-12 19:18:46.871131,Active
37290,48688,16,Savings,94381.23,2024-01-20,Unknown
37291,37450,16,Current,44555.3,2023-12-27,Inactive
37292,10624,27,Checking,50479.65,2021-09-23,Mature
37293,46333,42,Savings,68261.15,2024-06-06,Inactive
37294,42210,19,Current,91666.41,2024-04-30,Inactive
37295,19610,26,Current,73154.98,2025-02-19,Active
37296,359,29,FD,51685.81,2025-10-31,Mature
37297,963,39,Savings,81600.92,2022-09-02,Inactive
37298,22852,12,Current,4842.77,2021-05-05,Inactive
37299,43087,27,Current,36017.02,2023-07-11,Active
37300,22601,8,Savings,3483.72,2027-03-31 19:18:46.871131,Active
37301,36862,35,FD,13206.86,2024-10-19,Unknown
37302,5567,2,Checking,51639.55,2023-01-16,Inactive
37303,46951,35,FD,14637.02,2021-03-12,Active
37304,19130,10,FD,38399.31,2028-09-17 19:18:46.871131,Active
37305,11147,43,FD,19732.97,2021-11-06,Mature
37306,2641,27,FD,45634.72,2024-05-05,Inactive
37307,2985,31,Savings,62924.17,2021-09-06,Inactive
37308,25486,32,Savings,21242.85,2021-11-23,Inactive
37309,39994,4,Random,9846.84,2025-12-07,Mature
37310,23174,21,FD,26386.83,2021-10-10,Closed
37311,24206,13,FD,27020.9,2022-07-13,Mature
37312,19120,44,Current,22581.7,2023-01-25,Mature
37313,33437,40,Current,10784.5,2026-06-28 19:18:46.871131,Active
37314,39863,12,FD,85472.17,2028-04-06 19:18:46.871131,Mature
37315,37307,14,Current,79524.96,2023-10-02,Mature
37316,4949,34,Savings,35329.86,2024-06-29,Active
37317,35626,40,Checking,61428.99,2021-05-16,Inactive
37318,19768,24,Savings,39443.56,2022-11-07,Inactive
37319,7391,47,Random,70602.12,2023-10-16,Mature
37320,17466,24,Savings,97135.79,2024-11-22,Active
37321,4824,13,Savings,24815.55,2023-10-01,Active
37322,19126,42,Savings,73862.53,2028-02-26 19:18:46.871131,Unknown
37323,24014,8,Current,79497.9,2022-03-21,Active
37324,47604,41,Random,25979.14,2022-06-18,Active
37325,10456,38,FD,66350.68,2024-09-11,Inactive
37326,24205,25,FD,47857.55,2021-12-12,Inactive
37327,8327,12,FD,3427.09,2021-09-04,Mature
37328,22768,21,Savings,77042.49,2024-03-20,Mature
37329,7055,41,Savings,80683.06,2025-07-18,Active
37330,4696,13,Savings,3288.81,2024-09-22,Inactive
37331,12965,7,FD,9607.07,2021-08-20,Inactive
37332,16464,42,Savings,45477.73,2022-08-03,Mature
37333,7557,5,Current,54077.14,2025-10-28,Inactive
37334,40102,18,Savings,99978.97,2024-03-02,Active
37335,5866,9,Loan,40556.6,2023-03-09,Closed
37336,5329,48,Current,79771.62,2022-04-11,Blocked
37337,8861,14,Current,4667.14,2026-02-11,Mature
37338,40957,46,FD,80756.02,2023-04-26,Active
37339,48844,39,Current,32855.14,2028-01-21 19:18:46.871131,Inactive
37340,23200,22,Checking,33269.86,2028-05-25 19:18:46.871131,Inactive
37341,23713,41,Random,38100.49,2024-11-28,Unknown
37342,29597,49,FD,84011.19,2023-07-28,Unknown
37343,29470,45,Current,76349.9,2026-03-13 19:18:46.871131,Active
37344,17197,33,FD,45020.04,2024-05-17,Inactive
37345,32553,29,Current,73210.24,2026-06-06 19:18:46.871131,Active
37346,44539,12,Random,52773.97,2024-12-03,Inactive
37347,5867,42,Current,25745.1,2021-02-17,Mature
37348,689,50,FD,19359.12,2023-04-01,Inactive
37349,25926,12,FD,51176.56,2023-10-14,Mature
37350,5352,2,FD,82974.42,2022-05-31,Mature
37351,5203,35,Savings,34680.89,2021-12-02,Active
37352,34163,42,Current,38526.47,2024-07-10,Inactive
37353,39949,18,Savings,98402.46,2023-05-24,Closed
37354,28200,26,FD,69118.73,2021-06-06,Inactive
37355,8704,41,FD,74569.95,2023-06-17,Mature
37356,46699,46,Savings,65474.21,2023-03-02,Active
37357,48275,14,Savings,99304.42,2022-06-29,Mature
37358,24903,23,Current,8637.64,2025-04-22,Active
37359,24534,9,FD,86506.27,2021-08-01,Inactive
37360,34513,24,Current,92739.44,2027-10-03 19:18:46.871131,Mature
37361,5225,46,FD,37825.84,2021-07-03,Active
37362,48124,15,Savings,96453.25,2024-04-28,Inactive
37363,18132,26,Savings,74346.85,2021-05-14,Mature
37364,17100,33,Current,47485.23,2027-10-02 19:18:46.871131,Unknown
37365,9342,10,Random,3037.91,2023-08-09,Unknown
37366,9331,41,Current,22470.56,2025-08-03,Unknown
37367,25276,20,FD,88771.31,2025-10-22,Active
37368,41984,48,Current,31086.49,2022-05-27,Mature
37369,15410,21,FD,36251.76,2025-09-23,Inactive
37370,33689,9,Current,55405.25,2026-12-07 19:18:46.871131,Inactive
37371,16983,33,FD,26185.31,2023-05-09,Mature
37372,11131,22,Current,34719.95,2027-08-15 19:18:46.871131,Active
37373,17398,25,Savings,77903.29,2021-11-19,Inactive
37374,39881,43,Savings,96441.1,2028-01-14 19:18:46.871131,Mature
37375,25121,47,Current,45158.08,2023-11-26,Active
37376,40018,34,Current,5817.66,2025-06-16,Inactive
37377,8513,30,FD,97677.49,2026-02-28 19:18:46.871131,Inactive
37378,23626,18,Current,92059.18,2021-12-13,Active
37379,578,24,Current,53602.75,2021-07-26,Inactive
37380,30972,1,Current,2064.38,2026-05-23 19:18:46.871131,Active
37381,47677,37,FD,68719.12,2024-01-20,Inactive
37382,13562,49,Random,4927.65,2025-03-02,Active
37383,1975,45,Loan,58254.74,2024-02-27,Mature
37384,7278,36,Random,18435.48,2024-12-11,Active
37385,24872,48,FD,54961.79,2023-04-19,Inactive
37386,26336,32,Random,73235.51,2021-08-03,Unknown
37387,19001,10,Random,85323.24,2021-10-24,Mature
37388,46814,46,Current,55771.08,2022-10-25,Active
37389,33862,2,FD,17560.95,2027-04-24 19:18:46.871131,Inactive
37390,37058,5,Savings,67852.09,2025-07-29,Mature
37391,46083,8,Savings,12443.02,2027-12-18 19:18:46.871131,Closed
37392,2337,3,Random,60218.7,2023-08-21,Active
37393,3448,5,Random,80669.99,2026-02-10,Inactive
37394,36848,6,Random,99366.14,2024-06-07,Inactive
37395,23601,42,Random,73441.67,2025-09-11,Inactive
37396,14344,38,Current,56713.55,2024-06-05,Active
37397,15727,35,Savings,89693.28,2022-01-26,Mature
37398,11125,49,Checking,41589.69,2023-02-28,Mature
37399,1803,43,Current,27754.06,2026-02-15,Unknown
37400,41006,39,Savings,81274.55,2023-02-05,Mature
37401,37875,32,Savings,5516.47,2023-04-03,Mature
37402,46116,10,Current,32265.83,2027-07-28 19:18:46.871131,Active
37403,11952,6,Checking,38594.75,2022-02-03,Inactive
37404,45936,3,FD,48930.07,2023-05-20,Inactive
37405,24866,42,Savings,23983.29,2025-02-22,Blocked
