transaction_id,account_id,transaction_date,transaction_type,amount,channel,status,start_date,end_date
21773,13903,2024-12-03,Debit,0.0,UPI,Success,2024-12-03,2024-12-04
21774,34864,2025-09-12,Credit,36116.68,NetBanking,Failed,2025-09-12,2025-09-13
21775,65290,2026-08-03 19:18:46.871131,Credit,1551.78,ATM,Success,2026-08-03 19:18:46.871131,2026-08-04 19:18:46.871131
21776,11888,2024-10-20,Credit,2781.55,NetBanking,Success,2024-10-20,2024-10-21
21777,24743,2026-03-31 19:18:46.871131,Debit,24804.77,UPI,Success,2026-03-31 19:18:46.871131,2026-04-01 19:18:46.871131
21778,36723,2025-04-09,Debit,30103.84,UPI,Failed,2025-04-09,2025-04-10
21779,53539,2024-03-03,Credit,5911.21,UPI,Failed,2024-03-03,2024-03-04
21780,64890,2026-01-04,Credit,-100.0,UPI,Success,2026-01-04,2026-01-05
21781,52680,2024-06-13,Debit,24744.52,UPI,Failed,2024-06-13,2024-06-14
21782,12778,2024-05-17,Debit,5366.7,NetBanking,Success,2024-05-17,2024-05-18
21783,2118,2025-05-27,Credit,38501.74,NetBanking,Failed,2025-05-27,2025-05-28
21784,9958,2025-02-09,Credit,23750.13,UPI,Success,2025-02-09,2025-02-10
21785,68426,2024-07-15,Debit,7824.58,UPI,Failed,2024-07-15,2024-07-16
21786,52268,2025-10-05,Credit,32063.4,ATM,Success,2025-10-05,2025-10-06
21787,3110,2025-04-05,Debit,-100.0,UPI,Success,2025-04-05,2025-04-06
21788,19285,2024-06-01,Credit,23528.42,UPI,Failed,2024-06-01,2024-06-02
21789,47200,2026-12-08 19:18:46.871131,Credit,41221.27,NetBanking,Failed,2026-12-08 19:18:46.871131,2026-12-09 19:18:46.871131
21790,44535,2025-05-19,Credit,19950.33,NetBanking,Failed,2025-05-19,2025-05-20
21791,40171,2025-12-18,Credit,-100.0,ATM,Failed,2025-12-18,2025-12-19
21792,22992,2027-04-09 19:18:46.871131,Credit,0.0,UPI,Success,2027-04-09 19:18:46.871131,2027-04-10 19:18:46.871131
21793,36963,2025-06-24,Credit,10340.91,NetBanking,Failed,2025-06-24,2025-06-25
21794,29288,2024-12-19,Credit,-100.0,ATM,Failed,2024-12-19,2024-12-20
21795,14058,2026-06-27 19:18:46.871131,Credit,34140.8,UPI,Success,2026-06-27 19:18:46.871131,2026-06-28 19:18:46.871131
21796,5512,2026-01-09,Debit,3917.19,NetBanking,Success,2026-01-09,2026-01-10
21797,4422,2026-02-19 19:18:46.871131,Credit,26804.18,ATM,Failed,2026-02-19 19:18:46.871131,2026-02-20 19:18:46.871131
21798,22977,2027-04-24 19:18:46.871131,Credit,14927.73,NetBanking,Failed,2027-04-24 19:18:46.871131,2027-04-25 19:18:46.871131
21799,34009,2025-07-13,Credit,36016.76,UPI,Failed,2025-07-13,2025-07-14
21800,33644,2024-09-09,Credit,28668.44,UPI,Failed,2024-09-09,2024-09-10
21801,3786,2024-08-06,Debit,0.0,UPI,Failed,2024-08-06,2024-08-07
21802,69765,2027-07-01 19:18:46.871131,Credit,32546.37,NetBanking,Failed,2027-07-01 19:18:46.871131,2027-07-02 19:18:46.871131
21803,65001,2025-08-10,Debit,33721.41,ATM,Failed,2025-08-10,2025-08-11
21804,69782,2026-11-14 19:18:46.871131,Credit,11507.3,UPI,Success,2026-11-14 19:18:46.871131,2026-11-15 19:18:46.871131
21805,46894,2025-12-09,Credit,41113.86,NetBanking,Failed,2025-12-09,2025-12-10
21806,46720,2025-08-20,Debit,49990.26,NetBanking,Failed,2025-08-20,2025-08-21
21807,6100,2024-12-19,Credit,31711.16,ATM,Failed,2024-12-19,2024-12-20
21808,50973,2025-05-12,Debit,21623.43,NetBanking,Success,2025-05-12,2025-05-13
21809,69275,2024-05-12,Credit,31728.08,NetBanking,Success,2024-05-12,2024-05-13
21810,57218,2024-03-20,Credit,5766.72,UPI,Failed,2024-03-20,2024-03-21
21811,30954,2024-05-28,Credit,31584.2,ATM,Success,2024-05-28,2024-05-29
21812,24899,2026-02-24 19:18:46.871131,Debit,39764.27,ATM,Failed,2026-02-24 19:18:46.871131,2026-02-25 19:18:46.871131
21813,27982,2025-07-05,Debit,5842.4,ATM,Failed,2025-07-05,2025-07-06
21814,27111,2024-02-23,Debit,19066.59,NetBanking,Success,2024-02-23,2024-02-24
21815,44871,2025-03-03,Credit,-100.0,ATM,Success,2025-03-03,2025-03-04
21816,5610,2026-12-10 19:18:46.871131,Debit,2565.67,UPI,Success,2026-12-10 19:18:46.871131,2026-12-11 19:18:46.871131
21817,48294,2026-09-03 19:18:46.871131,Credit,21944.9,ATM,Failed,2026-09-03 19:18:46.871131,2026-09-04 19:18:46.871131
21818,58932,2025-03-02,Debit,39751.79,UPI,Success,2025-03-02,2025-03-03
21819,57687,2026-11-05 19:18:46.871131,Debit,46389.31,UPI,Failed,2026-11-05 19:18:46.871131,2026-11-06 19:18:46.871131
21820,8726,2024-12-23,Debit,16726.75,UPI,Failed,2024-12-23,2024-12-24
21821,48613,2025-07-16,Debit,0.0,UPI,Success,2025-07-16,2025-07-17
21822,47506,2025-05-31,Credit,8477.23,NetBanking,Success,2025-05-31,2025-06-01
21823,35920,2024-08-29,Credit,10763.23,UPI,Success,2024-08-29,2024-08-30
21824,6309,2025-06-05,Debit,25800.03,UPI,Failed,2025-06-05,2025-06-06
21825,47436,2024-09-26,Credit,10672.91,UPI,Failed,2024-09-26,2024-09-27
21826,7771,2025-09-25,Debit,48139.57,UPI,Success,2025-09-25,2025-09-26
21827,2906,2025-03-28,Credit,9576.44,UPI,Success,2025-03-28,2025-03-29
21828,35275,2026-01-28,Debit,-100.0,NetBanking,Failed,2026-01-28,2026-01-29
21829,46197,2025-07-09,Credit,9545.11,UPI,Success,2025-07-09,2025-07-10
21830,67769,2026-01-23,Debit,33003.96,ATM,Failed,2026-01-23,2026-01-24
21831,36930,2024-11-03,Debit,-100.0,ATM,Failed,2024-11-03,2024-11-04
21832,9355,2025-02-04,Debit,46163.22,UPI,Success,2025-02-04,2025-02-05
21833,63443,2024-11-02,Credit,26134.42,ATM,Failed,2024-11-02,2024-11-03
21834,51759,2025-03-15,Credit,14387.36,ATM,Success,2025-03-15,2025-03-16
21835,17582,2025-06-28,Debit,34859.4,ATM,Success,2025-06-28,2025-06-29
21836,53980,2026-07-21 19:18:46.871131,Debit,25300.53,NetBanking,Failed,2026-07-21 19:18:46.871131,2026-07-22 19:18:46.871131
21837,21078,2025-05-28,Debit,-100.0,ATM,Success,2025-05-28,2025-05-29
21838,60547,2025-05-15,Credit,31876.61,ATM,Success,2025-05-15,2025-05-16
21839,37631,2025-09-12,Credit,13071.83,NetBanking,Failed,2025-09-12,2025-09-13
21840,56430,2024-05-21,Debit,360.71,ATM,Success,2024-05-21,2024-05-22
21841,54470,2027-03-08 19:18:46.871131,Debit,-100.0,ATM,Failed,2027-03-08 19:18:46.871131,2027-03-09 19:18:46.871131
21842,16230,2025-02-26,Debit,-100.0,NetBanking,Success,2025-02-26,2025-02-27
21843,27380,2024-03-20,Credit,14210.22,NetBanking,Success,2024-03-20,2024-03-21
21844,11134,2025-07-09,Credit,36068.7,NetBanking,Failed,2025-07-09,2025-07-10
21845,19679,2025-11-16,Debit,15800.52,ATM,Success,2025-11-16,2025-11-17
21846,6244,2027-06-05 19:18:46.871131,Debit,0.0,NetBanking,Failed,2027-06-05 19:18:46.871131,2027-06-06 19:18:46.871131
21847,57727,2026-05-01 19:18:46.871131,Debit,16855.3,ATM,Success,2026-05-01 19:18:46.871131,2026-05-02 19:18:46.871131
21848,26822,2026-02-10,Credit,28053.19,UPI,Failed,2026-02-10,2026-02-11
21849,20151,2024-09-16,Credit,39464.93,UPI,Failed,2024-09-16,2024-09-17
21850,1983,2026-04-24 19:18:46.871131,Credit,29242.36,NetBanking,Success,2026-04-24 19:18:46.871131,2026-04-25 19:18:46.871131
21851,16405,2026-01-15,Debit,16891.33,NetBanking,Failed,2026-01-15,2026-01-16
21852,48196,2024-08-08,Debit,45823.74,ATM,Success,2024-08-08,2024-08-09
21853,57199,2024-11-30,Debit,38020.34,ATM,Success,2024-11-30,2024-12-01
21854,8644,2025-01-01,Credit,44061.92,UPI,Success,2025-01-01,2025-01-02
21855,27874,2024-09-29,Debit,5501.39,NetBanking,Failed,2024-09-29,2024-09-30
21856,8725,2024-07-11,Debit,0.0,UPI,Success,2024-07-11,2024-07-12
21857,47305,2024-04-29,Credit,0.0,NetBanking,Failed,2024-04-29,2024-04-30
21858,3584,2026-04-09 19:18:46.871131,Credit,47348.01,UPI,Failed,2026-04-09 19:18:46.871131,2026-04-10 19:18:46.871131
21859,17694,2024-09-14,Debit,-100.0,ATM,Success,2024-09-14,2024-09-15
21860,26209,2024-07-22,Credit,47597.6,NetBanking,Success,2024-07-22,2024-07-23
21861,25090,2025-11-13,Debit,40960.4,ATM,Failed,2025-11-13,2025-11-14
21862,28039,2025-08-24,Credit,23956.02,ATM,Failed,2025-08-24,2025-08-25
21863,56161,2027-06-29 19:18:46.871131,Debit,23938.35,NetBanking,Failed,2027-06-29 19:18:46.871131,2027-06-30 19:18:46.871131
21864,42120,2024-06-01,Credit,48682.9,UPI,Failed,2024-06-01,2024-06-02
21865,29997,2026-06-04 19:18:46.871131,Debit,25049.86,NetBanking,Success,2026-06-04 19:18:46.871131,2026-06-05 19:18:46.871131
21866,29121,2025-06-21,Credit,0.0,NetBanking,Failed,2025-06-21,2025-06-22
21867,38951,2025-09-29,Credit,21720.63,ATM,Failed,2025-09-29,2025-09-30
21868,56001,2025-12-08,Debit,3867.61,UPI,Failed,2025-12-08,2025-12-09
21869,68085,2026-02-06,Debit,29788.62,ATM,Failed,2026-02-06,2026-02-07
21870,30422,2024-09-19,Credit,26532.37,UPI,Failed,2024-09-19,2024-09-20
21871,61182,2027-02-10 19:18:46.871131,Debit,36254.95,NetBanking,Success,2027-02-10 19:18:46.871131,2027-02-11 19:18:46.871131
21872,19281,2025-08-10,Debit,30455.44,ATM,Failed,2025-08-10,2025-08-11
21873,66996,2024-03-11,Debit,8431.37,ATM,Success,2024-03-11,2024-03-12
21874,66988,2025-03-10,Debit,0.0,NetBanking,Success,2025-03-10,2025-03-11
21875,50117,2025-11-22,Debit,0.0,ATM,Success,2025-11-22,2025-11-23
21876,22943,2025-07-24,Credit,9238.27,ATM,Failed,2025-07-24,2025-07-25
21877,39754,2025-08-17,Debit,-100.0,UPI,Success,2025-08-17,2025-08-18
21878,58675,2024-04-08,Debit,11412.48,ATM,Success,2024-04-08,2024-04-09
21879,3020,2024-09-11,Credit,15200.79,NetBanking,Success,2024-09-11,2024-09-12
21880,11228,2026-05-14 19:18:46.871131,Credit,4418.77,NetBanking,Success,2026-05-14 19:18:46.871131,2026-05-15 19:18:46.871131
21881,23540,2024-08-17,Credit,0.0,ATM,Success,2024-08-17,2024-08-18
21882,61998,2026-03-14 19:18:46.871131,Credit,32685.34,NetBanking,Success,2026-03-14 19:18:46.871131,2026-03-15 19:18:46.871131
21883,11222,2025-06-20,Credit,30143.35,UPI,Success,2025-06-20,2025-06-21
21884,29284,2024-03-29,Credit,5932.38,NetBanking,Failed,2024-03-29,2024-03-30
21885,16468,2024-05-29,Debit,38356.68,NetBanking,Success,2024-05-29,2024-05-30
21886,59393,2026-03-20 19:18:46.871131,Debit,2236.83,NetBanking,Success,2026-03-20 19:18:46.871131,2026-03-21 19:18:46.871131
21887,58847,2024-12-25,Debit,25652.08,UPI,Success,2024-12-25,2024-12-26
21888,8085,2025-08-25,Credit,26735.83,NetBanking,Failed,2025-08-25,2025-08-26
21889,6445,2025-09-06,Debit,0.0,UPI,Success,2025-09-06,2025-09-07
21890,29822,2025-06-24,Debit,8934.44,NetBanking,Success,2025-06-24,2025-06-25
21891,26543,2026-04-04 19:18:46.871131,Credit,11638.19,UPI,Success,2026-04-04 19:18:46.871131,2026-04-05 19:18:46.871131
21892,56780,2027-05-17 19:18:46.871131,Credit,0.0,NetBanking,Failed,2027-05-17 19:18:46.871131,2027-05-18 19:18:46.871131
21893,50700,2025-11-29,Credit,-100.0,NetBanking,Failed,2025-11-29,2025-11-30
21894,34874,2024-09-21,Credit,7485.39,NetBanking,Success,2024-09-21,2024-09-22
21895,54110,2026-07-18 19:18:46.871131,Debit,31065.72,ATM,Success,2026-07-18 19:18:46.871131,2026-07-19 19:18:46.871131
21896,40018,2024-02-20,Credit,41629.3,ATM,Failed,2024-02-20,2024-02-21
21897,32091,2025-10-16,Credit,28315.92,ATM,Success,2025-10-16,2025-10-17
21898,3363,2025-02-26,Credit,29816.09,ATM,Success,2025-02-26,2025-02-27
21899,3629,2024-12-20,Credit,2645.08,ATM,Failed,2024-12-20,2024-12-21
21900,47909,2027-05-04 19:18:46.871131,Credit,39340.19,ATM,Success,2027-05-04 19:18:46.871131,2027-05-05 19:18:46.871131
21901,43180,2026-05-11 19:18:46.871131,Credit,24344.79,UPI,Failed,2026-05-11 19:18:46.871131,2026-05-12 19:18:46.871131
21902,15494,2024-07-30,Credit,40453.47,NetBanking,Failed,2024-07-30,2024-07-31
21903,32070,2026-06-28 19:18:46.871131,Debit,40289.62,UPI,Success,2026-06-28 19:18:46.871131,2026-06-29 19:18:46.871131
21904,40235,2024-09-21,Credit,19995.48,ATM,Success,2024-09-21,2024-09-22
21905,61121,2024-05-10,Credit,33421.5,UPI,Success,2024-05-10,2024-05-11
21906,24211,2024-03-05,Debit,32441.6,NetBanking,Failed,2024-03-05,2024-03-06
21907,58989,2024-09-02,Debit,26252.07,UPI,Failed,2024-09-02,2024-09-03
21908,866,2025-07-03,Credit,8243.19,NetBanking,Success,2025-07-03,2025-07-04
21909,41630,2025-04-15,Debit,38527.24,NetBanking,Success,2025-04-15,2025-04-16
21910,41583,2024-05-16,Credit,37783.28,ATM,Failed,2024-05-16,2024-05-17
21911,27834,2026-06-05 19:18:46.871131,Credit,37848.31,UPI,Success,2026-06-05 19:18:46.871131,2026-06-06 19:18:46.871131
21912,49138,2024-06-07,Credit,21581.69,NetBanking,Success,2024-06-07,2024-06-08
21913,56509,2026-04-13 19:18:46.871131,Credit,17405.01,ATM,Success,2026-04-13 19:18:46.871131,2026-04-14 19:18:46.871131
21914,17826,2024-06-01,Debit,21531.22,ATM,Failed,2024-06-01,2024-06-02
21915,23982,2027-03-08 19:18:46.871131,Credit,21345.91,ATM,Success,2027-03-08 19:18:46.871131,2027-03-09 19:18:46.871131
21916,6166,2024-08-26,Credit,31294.56,ATM,Success,2024-08-26,2024-08-27
21917,60397,2024-05-08,Debit,-100.0,NetBanking,Failed,2024-05-08,2024-05-09
21918,14707,2024-12-14,Debit,15681.04,ATM,Failed,2024-12-14,2024-12-15
21919,36089,2026-02-17,Debit,13235.12,NetBanking,Success,2026-02-17,2026-02-18
21920,32770,2026-09-27 19:18:46.871131,Credit,27555.96,UPI,Success,2026-09-27 19:18:46.871131,2026-09-28 19:18:46.871131
21921,10978,2025-06-01,Debit,16613.49,NetBanking,Failed,2025-06-01,2025-06-02
21922,19820,2025-07-07,Credit,49644.07,NetBanking,Success,2025-07-07,2025-07-08
21923,2371,2026-01-25,Credit,0.0,ATM,Success,2026-01-25,2026-01-26
21924,12512,2025-10-01,Credit,2210.18,UPI,Failed,2025-10-01,2025-10-02
21925,45513,2026-01-07,Credit,635.03,NetBanking,Success,2026-01-07,2026-01-08
21926,50424,2025-02-19,Credit,41001.15,UPI,Success,2025-02-19,2025-02-20
21927,23373,2024-11-21,Credit,0.0,NetBanking,Success,2024-11-21,2024-11-22
21928,44770,2025-06-28,Credit,-100.0,ATM,Success,2025-06-28,2025-06-29
21929,54311,2024-07-09,Credit,37953.16,UPI,Success,2024-07-09,2024-07-10
21930,55435,2024-05-21,Credit,37395.31,NetBanking,Failed,2024-05-21,2024-05-22
21931,1536,2026-01-15,Credit,1388.66,ATM,Failed,2026-01-15,2026-01-16
21932,15173,2024-10-03,Debit,33581.63,UPI,Failed,2024-10-03,2024-10-04
21933,27012,2024-05-18,Credit,7672.04,NetBanking,Failed,2024-05-18,2024-05-19
21934,41469,2026-01-20,Debit,13957.15,NetBanking,Success,2026-01-20,2026-01-21
21935,50397,2025-03-31,Credit,21672.69,UPI,Success,2025-03-31,2025-04-01
21936,54170,2025-06-05,Debit,0.0,NetBanking,Success,2025-06-05,2025-06-06
21937,42624,2024-06-06,Debit,29244.93,NetBanking,Success,2024-06-06,2024-06-07
21938,14103,2025-11-01,Credit,-100.0,UPI,Success,2025-11-01,2025-11-02
21939,62564,2026-12-04 19:18:46.871131,Credit,11443.1,NetBanking,Failed,2026-12-04 19:18:46.871131,2026-12-05 19:18:46.871131
21940,29359,2025-06-14,Debit,12844.59,ATM,Failed,2025-06-14,2025-06-15
21941,18174,2026-12-04 19:18:46.871131,Credit,41967.16,UPI,Success,2026-12-04 19:18:46.871131,2026-12-05 19:18:46.871131
21942,60176,2027-03-04 19:18:46.871131,Debit,-100.0,NetBanking,Success,2027-03-04 19:18:46.871131,2027-03-05 19:18:46.871131
21943,27851,2027-03-31 19:18:46.871131,Credit,21352.97,NetBanking,Failed,2027-03-31 19:18:46.871131,2027-04-01 19:18:46.871131
21944,19167,2026-01-16,Credit,41803.83,NetBanking,Success,2026-01-16,2026-01-17
21945,35493,2024-09-13,Credit,49506.81,UPI,Success,2024-09-13,2024-09-14
21946,26826,2024-03-12,Credit,15371.52,NetBanking,Success,2024-03-12,2024-03-13
21947,21352,2025-02-07,Debit,3813.05,ATM,Failed,2025-02-07,2025-02-08
21948,54164,2025-08-31,Credit,28742.8,NetBanking,Success,2025-08-31,2025-09-01
21949,37541,2025-01-20,Credit,31864.18,UPI,Failed,2025-01-20,2025-01-21
21950,23698,2025-10-04,Debit,17333.03,NetBanking,Failed,2025-10-04,2025-10-05
21951,50938,2027-02-16 19:18:46.871131,Credit,11846.61,NetBanking,Failed,2027-02-16 19:18:46.871131,2027-02-17 19:18:46.871131
21952,22011,2024-08-12,Credit,14058.1,NetBanking,Success,2024-08-12,2024-08-13
21953,42847,2024-07-19,Debit,34904.8,NetBanking,Success,2024-07-19,2024-07-20
21954,15373,2024-09-17,Credit,1763.03,NetBanking,Failed,2024-09-17,2024-09-18
21955,35026,2024-10-22,Credit,35024.99,ATM,Success,2024-10-22,2024-10-23
21956,3891,2025-02-10,Debit,-100.0,ATM,Failed,2025-02-10,2025-02-11
21957,40116,2027-06-14 19:18:46.871131,Credit,597.56,NetBanking,Success,2027-06-14 19:18:46.871131,2027-06-15 19:18:46.871131
21958,30385,2024-11-12,Debit,-100.0,NetBanking,Failed,2024-11-12,2024-11-13
21959,10057,2025-11-26,Debit,0.0,NetBanking,Failed,2025-11-26,2025-11-27
21960,8865,2025-06-26,Debit,42737.83,UPI,Failed,2025-06-26,2025-06-27
21961,26158,2026-10-10 19:18:46.871131,Debit,16218.37,ATM,Failed,2026-10-10 19:18:46.871131,2026-10-11 19:18:46.871131
21962,60492,2027-01-19 19:18:46.871131,Credit,0.0,UPI,Failed,2027-01-19 19:18:46.871131,2027-01-20 19:18:46.871131
21963,61558,2025-06-22,Credit,6393.01,NetBanking,Success,2025-06-22,2025-06-23
21964,6854,2024-10-31,Credit,37900.16,ATM,Success,2024-10-31,2024-11-01
21965,32958,2025-01-01,Credit,-100.0,ATM,Failed,2025-01-01,2025-01-02
21966,69626,2025-04-26,Credit,28380.74,UPI,Failed,2025-04-26,2025-04-27
21967,17033,2024-05-02,Debit,42553.15,NetBanking,Success,2024-05-02,2024-05-03
21968,52970,2025-11-24,Credit,36679.39,NetBanking,Failed,2025-11-24,2025-11-25
21969,47692,2025-06-30,Debit,36356.01,NetBanking,Success,2025-06-30,2025-07-01
21970,30166,2024-05-31,Debit,-100.0,ATM,Failed,2024-05-31,2024-06-01
21971,30915,2024-08-21,Debit,48858.32,UPI,Success,2024-08-21,2024-08-22
21972,33243,2024-05-30,Credit,9133.78,NetBanking,Success,2024-05-30,2024-05-31
21973,64759,2025-08-04,Debit,0.0,UPI,Failed,2025-08-04,2025-08-05
21974,40727,2027-06-17 19:18:46.871131,Credit,4961.98,ATM,Failed,2027-06-17 19:18:46.871131,2027-06-18 19:18:46.871131
21975,21480,2024-12-30,Credit,-100.0,UPI,Failed,2024-12-30,2024-12-31
21976,62115,2025-10-26,Credit,10996.3,NetBanking,Success,2025-10-26,2025-10-27
21977,27206,2027-07-03 19:18:46.871131,Credit,43111.89,UPI,Failed,2027-07-03 19:18:46.871131,2027-07-04 19:18:46.871131
21978,60171,2027-02-21 19:18:46.871131,Debit,0.0,ATM,Success,2027-02-21 19:18:46.871131,2027-02-22 19:18:46.871131
21979,13276,2024-06-27,Debit,6097.53,NetBanking,Success,2024-06-27,2024-06-28
21980,3547,2025-02-06,Debit,29142.38,ATM,Success,2025-02-06,2025-02-07
21981,17281,2026-01-21,Credit,29759.37,UPI,Failed,2026-01-21,2026-01-22
21982,9106,2027-04-25 19:18:46.871131,Debit,11553.56,ATM,Failed,2027-04-25 19:18:46.871131,2027-04-26 19:18:46.871131
21983,8624,2025-06-11,Credit,15680.56,ATM,Success,2025-06-11,2025-06-12
21984,25268,2025-07-23,Debit,41767.17,ATM,Success,2025-07-23,2025-07-24
21985,53711,2024-05-09,Debit,49184.68,ATM,Failed,2024-05-09,2024-05-10
21986,32944,2024-04-20,Debit,9348.71,NetBanking,Failed,2024-04-20,2024-04-21
21987,49473,2026-04-30 19:18:46.871131,Credit,34023.93,UPI,Failed,2026-04-30 19:18:46.871131,2026-05-01 19:18:46.871131
21988,64328,2025-08-20,Credit,36763.13,ATM,Success,2025-08-20,2025-08-21
21989,66606,2024-04-20,Debit,8653.96,NetBanking,Success,2024-04-20,2024-04-21
21990,27590,2025-06-10,Debit,8433.11,ATM,Failed,2025-06-10,2025-06-11
21991,64780,2027-07-03 19:18:46.871131,Debit,47358.83,NetBanking,Success,2027-07-03 19:18:46.871131,2027-07-04 19:18:46.871131
21992,63669,2024-04-02,Credit,17476.24,ATM,Failed,2024-04-02,2024-04-03
21993,64935,2026-12-05 19:18:46.871131,Debit,15190.27,ATM,Success,2026-12-05 19:18:46.871131,2026-12-06 19:18:46.871131
21994,25496,2025-06-04,Credit,17867.35,NetBanking,Failed,2025-06-04,2025-06-05
21995,25363,2027-03-09 19:18:46.871131,Debit,28727.17,ATM,Failed,2027-03-09 19:18:46.871131,2027-03-10 19:18:46.871131
21996,32911,2024-05-27,Debit,24057.7,UPI,Success,2024-05-27,2024-05-28
21997,36584,2025-06-17,Credit,19530.53,UPI,Success,2025-06-17,2025-06-18
21998,50221,2025-01-17,Debit,-100.0,ATM,Success,2025-01-17,2025-01-18
21999,44415,2025-09-06,Debit,4578.67,ATM,Failed,2025-09-06,2025-09-07
22000,48384,2024-10-12,Credit,5766.43,UPI,Failed,2024-10-12,2024-10-13
22001,68386,2025-12-24,Credit,3253.3,UPI,Failed,2025-12-24,2025-12-25
22002,51096,2026-09-21 19:18:46.871131,Debit,33010.11,UPI,Success,2026-09-21 19:18:46.871131,2026-09-22 19:18:46.871131
22003,19806,2026-02-01,Debit,28452.21,NetBanking,Failed,2026-02-01,2026-02-02
22004,65359,2025-09-30,Credit,42918.21,ATM,Success,2025-09-30,2025-10-01
22005,3761,2025-04-24,Debit,18657.72,UPI,Success,2025-04-24,2025-04-25
22006,69327,2025-08-12,Credit,14023.68,ATM,Success,2025-08-12,2025-08-13
22007,3612,2025-01-25,Debit,0.0,NetBanking,Success,2025-01-25,2025-01-26
22008,46887,2024-09-08,Debit,1653.08,UPI,Failed,2024-09-08,2024-09-09
22009,18432,2026-09-10 19:18:46.871131,Credit,4532.23,ATM,Failed,2026-09-10 19:18:46.871131,2026-09-11 19:18:46.871131
22010,67468,2026-10-24 19:18:46.871131,Credit,37448.88,ATM,Success,2026-10-24 19:18:46.871131,2026-10-25 19:18:46.871131
22011,33802,2024-02-18,Debit,4191.65,UPI,Failed,2024-02-18,2024-02-19
22012,36406,2025-09-13,Debit,28799.97,ATM,Success,2025-09-13,2025-09-14
22013,59322,2024-05-18,Debit,35062.03,NetBanking,Failed,2024-05-18,2024-05-19
22014,65857,2025-09-13,Credit,29577.93,NetBanking,Success,2025-09-13,2025-09-14
22015,41916,2024-07-25,Credit,30157.1,UPI,Success,2024-07-25,2024-07-26
22016,30749,2024-08-12,Debit,30740.78,UPI,Success,2024-08-12,2024-08-13
22017,62652,2024-07-20,Debit,46652.31,ATM,Failed,2024-07-20,2024-07-21
22018,23811,2024-03-07,Credit,36296.38,UPI,Success,2024-03-07,2024-03-08
22019,15939,2026-05-31 19:18:46.871131,Debit,11986.25,NetBanking,Success,2026-05-31 19:18:46.871131,2026-06-01 19:18:46.871131
22020,31391,2024-07-26,Credit,29493.42,ATM,Failed,2024-07-26,2024-07-27
22021,24478,2025-04-27,Credit,22969.34,NetBanking,Failed,2025-04-27,2025-04-28
22022,5135,2024-05-22,Credit,0.0,ATM,Failed,2024-05-22,2024-05-23
22023,16556,2026-11-28 19:18:46.871131,Debit,0.0,UPI,Success,2026-11-28 19:18:46.871131,2026-11-29 19:18:46.871131
22024,47354,2025-05-02,Debit,-100.0,NetBanking,Success,2025-05-02,2025-05-03
22025,30649,2025-09-07,Credit,14321.31,NetBanking,Success,2025-09-07,2025-09-08
22026,68133,2026-10-01 19:18:46.871131,Credit,36632.04,UPI,Success,2026-10-01 19:18:46.871131,2026-10-02 19:18:46.871131
22027,14109,2025-09-26,Credit,48895.19,UPI,Success,2025-09-26,2025-09-27
22028,6455,2024-08-11,Debit,7682.22,ATM,Success,2024-08-11,2024-08-12
22029,48477,2024-05-03,Credit,38870.83,UPI,Success,2024-05-03,2024-05-04
22030,25551,2025-07-16,Credit,3267.37,NetBanking,Failed,2025-07-16,2025-07-17
22031,32465,2025-09-10,Credit,24804.39,UPI,Failed,2025-09-10,2025-09-11
22032,4486,2025-01-13,Credit,32726.51,UPI,Failed,2025-01-13,2025-01-14
22033,48259,2026-01-04,Debit,13003.64,UPI,Failed,2026-01-04,2026-01-05
22034,62467,2026-02-05,Debit,9343.52,UPI,Success,2026-02-05,2026-02-06
22035,55422,2024-05-13,Credit,0.0,UPI,Failed,2024-05-13,2024-05-14
22036,19858,2025-08-08,Debit,15617.62,ATM,Failed,2025-08-08,2025-08-09
22037,25156,2025-12-02,Credit,47335.09,ATM,Failed,2025-12-02,2025-12-03
22038,17214,2024-04-06,Credit,37214.65,ATM,Failed,2024-04-06,2024-04-07
22039,17156,2026-03-22 19:18:46.871131,Credit,4250.34,NetBanking,Failed,2026-03-22 19:18:46.871131,2026-03-23 19:18:46.871131
22040,10456,2024-04-22,Debit,36593.93,ATM,Failed,2024-04-22,2024-04-23
22041,3170,2026-04-02 19:18:46.871131,Credit,-100.0,NetBanking,Failed,2026-04-02 19:18:46.871131,2026-04-03 19:18:46.871131
22042,25552,2025-04-15,Debit,0.0,NetBanking,Failed,2025-04-15,2025-04-16
22043,19108,2025-07-16,Debit,26975.71,UPI,Success,2025-07-16,2025-07-17
22044,56184,2025-07-29,Debit,47904.1,ATM,Success,2025-07-29,2025-07-30
22045,52877,2024-10-26,Debit,0.0,UPI,Failed,2024-10-26,2024-10-27
22046,49007,2025-08-05,Debit,0.0,UPI,Failed,2025-08-05,2025-08-06
22047,60488,2024-02-27,Debit,2106.97,ATM,Success,2024-02-27,2024-02-28
22048,21023,2025-04-11,Credit,25337.55,UPI,Failed,2025-04-11,2025-04-12
22049,49834,2024-03-07,Debit,20465.9,NetBanking,Success,2024-03-07,2024-03-08
22050,42066,2025-08-17,Credit,11634.61,NetBanking,Failed,2025-08-17,2025-08-18
22051,16266,2024-07-13,Debit,32487.09,NetBanking,Failed,2024-07-13,2024-07-14
22052,31778,2024-08-16,Debit,48273.22,ATM,Failed,2024-08-16,2024-08-17
